title,genre,rating,revenue,release_date
The Majestic,a,6.6,37317558,2001-12-21 00:00:00
The Majestic,nce,6.6,37317558,2001-12-21 00:00:00
Driven,on,4.5,54744738,2001-04-27 00:00:00
Two Brothers,nture,6.9,62172050,2004-04-07 00:00:00
Two Brothers,a,6.9,62172050,2004-04-07 00:00:00
Two Brothers,ly,6.9,62172050,2004-04-07 00:00:00
The Village,a,6.2,256697520,2004-07-30 00:00:00
The Village,ery,6.2,256697520,2004-07-30 00:00:00
The Village,ller,6.2,256697520,2004-07-30 00:00:00
Doctor Dolittle,dy,5.4,294456605,1998-06-22 00:00:00
Doctor Dolittle,ly,5.4,294456605,1998-06-22 00:00:00
Doctor Dolittle,asy,5.4,294456605,1998-06-22 00:00:00
Signs,a,6.4,408247917,2002-08-02 00:00:00
Signs,ller,6.4,408247917,2002-08-02 00:00:00
Signs,nce Fiction,6.4,408247917,2002-08-02 00:00:00
Signs,ery,6.4,408247917,2002-08-02 00:00:00
Shrek 2,nture,6.7,919838758,2004-05-19 00:00:00
Shrek 2,ation,6.7,919838758,2004-05-19 00:00:00
Shrek 2,dy,6.7,919838758,2004-05-19 00:00:00
Shrek 2,ly,6.7,919838758,2004-05-19 00:00:00
Shrek 2,asy,6.7,919838758,2004-05-19 00:00:00
Cars,ation,6.6,461983149,2006-06-08 00:00:00
Cars,nture,6.6,461983149,2006-06-08 00:00:00
Cars,dy,6.6,461983149,2006-06-08 00:00:00
Cars,ly,6.6,461983149,2006-06-08 00:00:00
Runaway Bride,dy,5.7,309457509,1999-07-30 00:00:00
Runaway Bride,nce,5.7,309457509,1999-07-30 00:00:00
xXx,on,5.8,277448382,2002-08-09 00:00:00
xXx,nture,5.8,277448382,2002-08-09 00:00:00
xXx,ller,5.8,277448382,2002-08-09 00:00:00
The SpongeBob Movie: Sponge Out of Water,ation,5.8,311594032,2015-02-05 00:00:00
The SpongeBob Movie: Sponge Out of Water,nture,5.8,311594032,2015-02-05 00:00:00
The SpongeBob Movie: Sponge Out of Water,dy,5.8,311594032,2015-02-05 00:00:00
The SpongeBob Movie: Sponge Out of Water,ly,5.8,311594032,2015-02-05 00:00:00
Ransom,on,6.4,309492681,1996-11-08 00:00:00
Ransom,ller,6.4,309492681,1996-11-08 00:00:00
Inglourious Basterds,a,7.9,319131050,2009-08-18 00:00:00
Inglourious Basterds,on,7.9,319131050,2009-08-18 00:00:00
Inglourious Basterds,ller,7.9,319131050,2009-08-18 00:00:00
Hook,nture,6.6,300854823,1991-12-11 00:00:00
Hook,asy,6.6,300854823,1991-12-11 00:00:00
Hook,dy,6.6,300854823,1991-12-11 00:00:00
Hook,ly,6.6,300854823,1991-12-11 00:00:00
Die Hard 2,on,6.6,240031094,1990-07-02 00:00:00
Die Hard 2,ller,6.6,240031094,1990-07-02 00:00:00
S.W.A.T.,on,5.8,116643346,2003-08-08 00:00:00
S.W.A.T.,ller,5.8,116643346,2003-08-08 00:00:00
S.W.A.T.,e,5.8,116643346,2003-08-08 00:00:00
Vanilla Sky,a,6.5,203388341,2001-12-10 00:00:00
Vanilla Sky,ery,6.5,203388341,2001-12-10 00:00:00
Vanilla Sky,nce,6.5,203388341,2001-12-10 00:00:00
Vanilla Sky,nce Fiction,6.5,203388341,2001-12-10 00:00:00
Vanilla Sky,ller,6.5,203388341,2001-12-10 00:00:00
Lady in the Water,a,5.3,42285169,2006-07-21 00:00:00
Lady in the Water,ller,5.3,42285169,2006-07-21 00:00:00
Lady in the Water,asy,5.3,42285169,2006-07-21 00:00:00
Lady in the Water,ery,5.3,42285169,2006-07-21 00:00:00
AVP: Alien vs. Predator,nture,5.5,171183863,2004-08-12 00:00:00
AVP: Alien vs. Predator,nce Fiction,5.5,171183863,2004-08-12 00:00:00
AVP: Alien vs. Predator,on,5.5,171183863,2004-08-12 00:00:00
Alvin and the Chipmunks: The Squeakquel,dy,5.4,443140005,2009-12-21 00:00:00
Alvin and the Chipmunks: The Squeakquel,ly,5.4,443140005,2009-12-21 00:00:00
Alvin and the Chipmunks: The Squeakquel,ation,5.4,443140005,2009-12-21 00:00:00
Alvin and the Chipmunks: The Squeakquel,asy,5.4,443140005,2009-12-21 00:00:00
Alvin and the Chipmunks: The Squeakquel,c,5.4,443140005,2009-12-21 00:00:00
We Were Soldiers,on,6.7,114660784,2002-03-01 00:00:00
We Were Soldiers,ory,6.7,114660784,2002-03-01 00:00:00
Olympus Has Fallen,on,6.2,161025640,2013-03-20 00:00:00
Olympus Has Fallen,ller,6.2,161025640,2013-03-20 00:00:00
Star Trek: Insurrection,nce Fiction,6.3,118000000,1998-12-10 00:00:00
Star Trek: Insurrection,on,6.3,118000000,1998-12-10 00:00:00
Star Trek: Insurrection,nture,6.3,118000000,1998-12-10 00:00:00
Star Trek: Insurrection,ller,6.3,118000000,1998-12-10 00:00:00
Battle: Los Angeles,on,5.5,202466756,2011-03-08 00:00:00
Battle: Los Angeles,nce Fiction,5.5,202466756,2011-03-08 00:00:00
Big Fish,nture,7.6,122919055,2003-12-25 00:00:00
Big Fish,asy,7.6,122919055,2003-12-25 00:00:00
Big Fish,a,7.6,122919055,2003-12-25 00:00:00
Wolf,asy,6.0,0,1994-06-17 00:00:00
War Horse,a,7.0,177584879,2011-12-25 00:00:00
The Monuments Men,a,5.8,154984035,2014-01-24 00:00:00
The Monuments Men,ory,5.8,154984035,2014-01-24 00:00:00
The Monuments Men,on,5.8,154984035,2014-01-24 00:00:00
The Abyss,nture,7.1,90000098,1989-08-09 00:00:00
The Abyss,on,7.1,90000098,1989-08-09 00:00:00
The Abyss,ller,7.1,90000098,1989-08-09 00:00:00
The Abyss,nce Fiction,7.1,90000098,1989-08-09 00:00:00
Wall Street: Money Never Sleeps,a,5.8,134748021,2010-09-02 00:00:00
Wall Street: Money Never Sleeps,e,5.8,134748021,2010-09-02 00:00:00
Dracula Untold,or,6.2,215529201,2014-10-01 00:00:00
Dracula Untold,on,6.2,215529201,2014-10-01 00:00:00
Dracula Untold,a,6.2,215529201,2014-10-01 00:00:00
Dracula Untold,asy,6.2,215529201,2014-10-01 00:00:00
The Siege,a,6.0,116672912,1998-11-06 00:00:00
The Siege,on,6.0,116672912,1998-11-06 00:00:00
The Siege,ller,6.0,116672912,1998-11-06 00:00:00
The Siege,e,6.0,116672912,1998-11-06 00:00:00
Stardust,nture,7.1,135560026,2007-08-09 00:00:00
Stardust,asy,7.1,135560026,2007-08-09 00:00:00
Stardust,nce,7.1,135560026,2007-08-09 00:00:00
Stardust,ly,7.1,135560026,2007-08-09 00:00:00
Seven Years in Tibet,nture,7.0,131457682,1997-09-12 00:00:00
Seven Years in Tibet,a,7.0,131457682,1997-09-12 00:00:00
Seven Years in Tibet,ory,7.0,131457682,1997-09-12 00:00:00
The Dilemma,dy,5.2,67112664,2011-01-13 00:00:00
The Dilemma,a,5.2,67112664,2011-01-13 00:00:00
Bad Company,on,5.4,65977295,2002-06-07 00:00:00
Bad Company,nture,5.4,65977295,2002-06-07 00:00:00
Bad Company,dy,5.4,65977295,2002-06-07 00:00:00
Bad Company,ller,5.4,65977295,2002-06-07 00:00:00
Doom,nture,5.0,55987321,2005-10-20 00:00:00
Doom,on,5.0,55987321,2005-10-20 00:00:00
Doom,or,5.0,55987321,2005-10-20 00:00:00
I Spy,on,5.2,33561137,2002-10-31 00:00:00
I Spy,nture,5.2,33561137,2002-10-31 00:00:00
I Spy,dy,5.2,33561137,2002-10-31 00:00:00
I Spy,ller,5.2,33561137,2002-10-31 00:00:00
Underworld: Awakening,asy,6.1,160112671,2012-01-19 00:00:00
Underworld: Awakening,on,6.1,160112671,2012-01-19 00:00:00
Underworld: Awakening,or,6.1,160112671,2012-01-19 00:00:00
Rock of Ages,dy,6.0,59418613,2012-06-13 00:00:00
Rock of Ages,a,6.0,59418613,2012-06-13 00:00:00
Rock of Ages,c,6.0,59418613,2012-06-13 00:00:00
Rock of Ages,nce,6.0,59418613,2012-06-13 00:00:00
Hart's War,a,5.9,32287044,2002-02-15 00:00:00
Killer Elite,on,6.1,57777106,2011-09-23 00:00:00
Killer Elite,nture,6.1,57777106,2011-09-23 00:00:00
Killer Elite,ller,6.1,57777106,2011-09-23 00:00:00
Rollerball,on,3.4,0,2002-02-08 00:00:00
Rollerball,nce Fiction,3.4,0,2002-02-08 00:00:00
Rollerball,ller,3.4,0,2002-02-08 00:00:00
Ballistic: Ecks vs. Sever,on,4.3,19924033,2002-09-20 00:00:00
Ballistic: Ecks vs. Sever,nture,4.3,19924033,2002-09-20 00:00:00
Ballistic: Ecks vs. Sever,ller,4.3,19924033,2002-09-20 00:00:00
Hard Rain,ller,5.5,19870567,1998-01-16 00:00:00
Osmosis Jones,nture,5.9,13596911,2001-08-07 00:00:00
Osmosis Jones,ation,5.9,13596911,2001-08-07 00:00:00
Osmosis Jones,on,5.9,13596911,2001-08-07 00:00:00
Osmosis Jones,dy,5.9,13596911,2001-08-07 00:00:00
Osmosis Jones,ly,5.9,13596911,2001-08-07 00:00:00
Legends of Oz: Dorothy's Return,ation,5.9,18662027,2013-06-13 00:00:00
Legends of Oz: Dorothy's Return,c,5.9,18662027,2013-06-13 00:00:00
Legends of Oz: Dorothy's Return,ly,5.9,18662027,2013-06-13 00:00:00
Blackhat,e,5.1,17752940,2015-01-13 00:00:00
Blackhat,a,5.1,17752940,2015-01-13 00:00:00
Blackhat,ery,5.1,17752940,2015-01-13 00:00:00
Sky Captain and the World of Tomorrow,ery,5.7,57958696,2004-09-17 00:00:00
Sky Captain and the World of Tomorrow,on,5.7,57958696,2004-09-17 00:00:00
Sky Captain and the World of Tomorrow,ller,5.7,57958696,2004-09-17 00:00:00
Sky Captain and the World of Tomorrow,nce Fiction,5.7,57958696,2004-09-17 00:00:00
Sky Captain and the World of Tomorrow,nture,5.7,57958696,2004-09-17 00:00:00
Basic Instinct 2,e,4.6,38629478,2006-03-29 00:00:00
Basic Instinct 2,ery,4.6,38629478,2006-03-29 00:00:00
Basic Instinct 2,ller,4.6,38629478,2006-03-29 00:00:00
Escape Plan,on,6.7,122915111,2013-10-09 00:00:00
Escape Plan,ller,6.7,122915111,2013-10-09 00:00:00
The Legend of Hercules,on,4.4,61279452,2014-01-10 00:00:00
The Legend of Hercules,nture,4.4,61279452,2014-01-10 00:00:00
The Sum of All Fears,ller,5.9,193000000,2002-05-31 00:00:00
The Sum of All Fears,on,5.9,193000000,2002-05-31 00:00:00
The Sum of All Fears,a,5.9,193000000,2002-05-31 00:00:00
The Twilight Saga: Eclipse,nture,5.8,698491347,2010-06-23 00:00:00
The Twilight Saga: Eclipse,asy,5.8,698491347,2010-06-23 00:00:00
The Twilight Saga: Eclipse,a,5.8,698491347,2010-06-23 00:00:00
The Twilight Saga: Eclipse,nce,5.8,698491347,2010-06-23 00:00:00
The Score,on,6.7,71069884,2001-07-13 00:00:00
The Score,e,6.7,71069884,2001-07-13 00:00:00
The Score,ller,6.7,71069884,2001-07-13 00:00:00
Despicable Me,ation,7.1,543513985,2010-07-08 00:00:00
Despicable Me,ly,7.1,543513985,2010-07-08 00:00:00
Money Train,on,5.4,35431113,1995-11-21 00:00:00
Money Train,dy,5.4,35431113,1995-11-21 00:00:00
Money Train,e,5.4,35431113,1995-11-21 00:00:00
Ted 2,dy,6.2,217022588,2015-06-25 00:00:00
Agora,nture,6.9,39041505,2009-05-17 00:00:00
Agora,a,6.9,39041505,2009-05-17 00:00:00
Agora,ory,6.9,39041505,2009-05-17 00:00:00
Mystery Men,nture,5.7,29762011,1999-08-06 00:00:00
Mystery Men,asy,5.7,29762011,1999-08-06 00:00:00
Mystery Men,on,5.7,29762011,1999-08-06 00:00:00
Mystery Men,dy,5.7,29762011,1999-08-06 00:00:00
Mystery Men,nce Fiction,5.7,29762011,1999-08-06 00:00:00
Hall Pass,dy,5.4,83160734,2011-02-25 00:00:00
The Insider,a,7.3,60289912,1999-10-28 00:00:00
The Insider,ller,7.3,60289912,1999-10-28 00:00:00
The Finest Hours,on,6.3,52099090,2016-01-25 00:00:00
The Finest Hours,a,6.3,52099090,2016-01-25 00:00:00
The Finest Hours,ory,6.3,52099090,2016-01-25 00:00:00
The Finest Hours,ller,6.3,52099090,2016-01-25 00:00:00
Body of Lies,on,6.5,113280098,2008-10-10 00:00:00
Body of Lies,a,6.5,113280098,2008-10-10 00:00:00
Body of Lies,ller,6.5,113280098,2008-10-10 00:00:00
Dinner for Schmucks,dy,5.5,86387857,2010-07-30 00:00:00
Abraham Lincoln: Vampire Hunter,on,5.5,112265139,2012-06-20 00:00:00
Abraham Lincoln: Vampire Hunter,asy,5.5,112265139,2012-06-20 00:00:00
Abraham Lincoln: Vampire Hunter,or,5.5,112265139,2012-06-20 00:00:00
Entrapment,nce,6.0,212404396,1999-04-29 00:00:00
Entrapment,a,6.0,212404396,1999-04-29 00:00:00
Entrapment,ery,6.0,212404396,1999-04-29 00:00:00
The X Files,ery,6.6,189198313,1998-06-19 00:00:00
The X Files,nce Fiction,6.6,189198313,1998-06-19 00:00:00
The X Files,ller,6.6,189198313,1998-06-19 00:00:00
The Last Legion,on,5.0,25303038,2007-04-19 00:00:00
The Last Legion,nture,5.0,25303038,2007-04-19 00:00:00
The Last Legion,asy,5.0,25303038,2007-04-19 00:00:00
Saving Private Ryan,a,7.9,481840909,1998-07-24 00:00:00
Saving Private Ryan,ory,7.9,481840909,1998-07-24 00:00:00
Need for Speed,on,6.1,203277636,2014-03-13 00:00:00
Need for Speed,e,6.1,203277636,2014-03-13 00:00:00
Need for Speed,a,6.1,203277636,2014-03-13 00:00:00
Need for Speed,ller,6.1,203277636,2014-03-13 00:00:00
What Women Want,dy,6.1,374111707,2000-12-15 00:00:00
What Women Want,nce,6.1,374111707,2000-12-15 00:00:00
Ice Age,ation,7.1,383257136,2002-03-10 00:00:00
Ice Age,dy,7.1,383257136,2002-03-10 00:00:00
Ice Age,ly,7.1,383257136,2002-03-10 00:00:00
Ice Age,nture,7.1,383257136,2002-03-10 00:00:00
Dreamcatcher,a,5.3,75715436,2003-03-21 00:00:00
Dreamcatcher,or,5.3,75715436,2003-03-21 00:00:00
Dreamcatcher,nce Fiction,5.3,75715436,2003-03-21 00:00:00
Dreamcatcher,ller,5.3,75715436,2003-03-21 00:00:00
Lincoln,ory,6.7,275293450,2012-11-09 00:00:00
Lincoln,a,6.7,275293450,2012-11-09 00:00:00
The Matrix,on,7.9,463517383,1999-03-30 00:00:00
The Matrix,nce Fiction,7.9,463517383,1999-03-30 00:00:00
Apollo 13,a,7.3,355237933,1995-06-30 00:00:00
The Santa Clause 2,asy,5.5,172855065,2002-10-31 00:00:00
The Santa Clause 2,dy,5.5,172855065,2002-10-31 00:00:00
The Santa Clause 2,ly,5.5,172855065,2002-10-31 00:00:00
Les Misérables,a,7.1,441809770,2012-12-18 00:00:00
Les Misérables,c,7.1,441809770,2012-12-18 00:00:00
Les Misérables,nce,7.1,441809770,2012-12-18 00:00:00
You've Got Mail,dy,6.3,250821495,1998-12-17 00:00:00
You've Got Mail,nce,6.3,250821495,1998-12-17 00:00:00
Step Brothers,dy,6.5,128107642,2008-07-25 00:00:00
The Mask of Zorro,on,6.3,250288523,1998-07-16 00:00:00
The Mask of Zorro,nture,6.3,250288523,1998-07-16 00:00:00
Due Date,dy,6.2,211780824,2010-11-04 00:00:00
Due Date,a,6.2,211780824,2010-11-04 00:00:00
Unbroken,a,7.3,163442937,2014-12-25 00:00:00
Space Cowboys,on,6.3,128884132,2000-07-31 00:00:00
Space Cowboys,nture,6.3,128884132,2000-07-31 00:00:00
Space Cowboys,ller,6.3,128884132,2000-07-31 00:00:00
Cliffhanger,on,6.1,255000211,1993-05-28 00:00:00
Cliffhanger,nture,6.1,255000211,1993-05-28 00:00:00
Cliffhanger,ller,6.1,255000211,1993-05-28 00:00:00
Broken Arrow,on,5.7,150270147,1996-02-09 00:00:00
Broken Arrow,nture,5.7,150270147,1996-02-09 00:00:00
Broken Arrow,a,5.7,150270147,1996-02-09 00:00:00
Broken Arrow,ller,5.7,150270147,1996-02-09 00:00:00
The Kid,asy,6.0,69700000,2000-07-07 00:00:00
The Kid,dy,6.0,69700000,2000-07-07 00:00:00
The Kid,ly,6.0,69700000,2000-07-07 00:00:00
World Trade Center,a,5.9,162945894,2006-08-09 00:00:00
World Trade Center,ory,5.9,162945894,2006-08-09 00:00:00
World Trade Center,ller,5.9,162945894,2006-08-09 00:00:00
Mona Lisa Smile,a,6.5,0,2003-12-19 00:00:00
Mona Lisa Smile,nce,6.5,0,2003-12-19 00:00:00
The Dictator,dy,5.9,179379533,2012-05-15 00:00:00
Eyes Wide Shut,ery,7.1,162091208,1999-07-14 00:00:00
Eyes Wide Shut,a,7.1,162091208,1999-07-14 00:00:00
Annie,dy,6.0,133821816,2014-12-19 00:00:00
Annie,a,6.0,133821816,2014-12-19 00:00:00
Annie,ly,6.0,133821816,2014-12-19 00:00:00
Focus,nce,6.7,153962963,2015-02-25 00:00:00
Focus,dy,6.7,153962963,2015-02-25 00:00:00
Focus,e,6.7,153962963,2015-02-25 00:00:00
Focus,a,6.7,153962963,2015-02-25 00:00:00
This Means War,on,5.9,156974557,2012-02-14 00:00:00
This Means War,dy,5.9,156974557,2012-02-14 00:00:00
This Means War,nce,5.9,156974557,2012-02-14 00:00:00
Blade: Trinity,nce Fiction,5.7,128905366,2004-12-08 00:00:00
Blade: Trinity,on,5.7,128905366,2004-12-08 00:00:00
Blade: Trinity,or,5.7,128905366,2004-12-08 00:00:00
Blade: Trinity,ller,5.7,128905366,2004-12-08 00:00:00
Blade: Trinity,nture,5.7,128905366,2004-12-08 00:00:00
Blade: Trinity,asy,5.7,128905366,2004-12-08 00:00:00
Red Dawn,on,6.4,38376497,1984-08-10 00:00:00
Red Dawn,ller,6.4,38376497,1984-08-10 00:00:00
Primary Colors,dy,6.1,0,1998-03-20 00:00:00
Primary Colors,a,6.1,0,1998-03-20 00:00:00
Resident Evil: Retribution,on,5.6,240159255,2012-09-12 00:00:00
Resident Evil: Retribution,or,5.6,240159255,2012-09-12 00:00:00
Resident Evil: Retribution,nce Fiction,5.6,240159255,2012-09-12 00:00:00
Death Race,on,6.0,73762516,2008-08-22 00:00:00
Death Race,ller,6.0,73762516,2008-08-22 00:00:00
Death Race,nce Fiction,6.0,73762516,2008-08-22 00:00:00
The Long Kiss Goodnight,e,6.5,89456761,1996-10-11 00:00:00
The Long Kiss Goodnight,on,6.5,89456761,1996-10-11 00:00:00
The Long Kiss Goodnight,ery,6.5,89456761,1996-10-11 00:00:00
The Long Kiss Goodnight,ller,6.5,89456761,1996-10-11 00:00:00
Proof of Life,on,6.0,0,2000-12-08 00:00:00
Proof of Life,nture,6.0,0,2000-12-08 00:00:00
Proof of Life,a,6.0,0,2000-12-08 00:00:00
Proof of Life,nce,6.0,0,2000-12-08 00:00:00
Proof of Life,ller,6.0,0,2000-12-08 00:00:00
Zathura: A Space Adventure,ly,6.1,64321501,2005-11-06 00:00:00
Zathura: A Space Adventure,asy,6.1,64321501,2005-11-06 00:00:00
Zathura: A Space Adventure,nce Fiction,6.1,64321501,2005-11-06 00:00:00
Zathura: A Space Adventure,nture,6.1,64321501,2005-11-06 00:00:00
Fight Club,a,8.3,100853753,1999-10-15 00:00:00
We Are Marshall,a,6.7,43545364,2006-12-12 00:00:00
Hudson Hawk,on,5.4,17218080,1991-05-23 00:00:00
Hudson Hawk,nture,5.4,17218080,1991-05-23 00:00:00
Hudson Hawk,dy,5.4,17218080,1991-05-23 00:00:00
Lucky Numbers,on,4.9,0,2000-10-27 00:00:00
Lucky Numbers,nture,4.9,0,2000-10-27 00:00:00
Lucky Numbers,dy,4.9,0,2000-10-27 00:00:00
Lucky Numbers,e,4.9,0,2000-10-27 00:00:00
Lucky Numbers,nce,4.9,0,2000-10-27 00:00:00
Lucky Numbers,ller,4.9,0,2000-10-27 00:00:00
"I, Frankenstein",or,5.0,71154592,2014-01-22 00:00:00
"I, Frankenstein",ller,5.0,71154592,2014-01-22 00:00:00
Oliver Twist,e,6.7,42093706,2005-09-23 00:00:00
Oliver Twist,a,6.7,42093706,2005-09-23 00:00:00
Oliver Twist,ly,6.7,42093706,2005-09-23 00:00:00
Elektra,on,4.8,56681566,2005-01-13 00:00:00
Elektra,asy,4.8,56681566,2005-01-13 00:00:00
Sin City: A Dame to Kill For,e,6.3,39407616,2014-08-20 00:00:00
Sin City: A Dame to Kill For,ller,6.3,39407616,2014-08-20 00:00:00
Random Hearts,a,5.3,74608570,1999-10-08 00:00:00
Random Hearts,nce,5.3,74608570,1999-10-08 00:00:00
Everest,nture,6.7,203427584,2015-09-10 00:00:00
Everest,a,6.7,203427584,2015-09-10 00:00:00
Perfume: The Story of a Murderer,e,7.1,132180323,2006-09-13 00:00:00
Perfume: The Story of a Murderer,asy,7.1,132180323,2006-09-13 00:00:00
Perfume: The Story of a Murderer,a,7.1,132180323,2006-09-13 00:00:00
Austin Powers in Goldmember,dy,5.9,296655431,2002-07-26 00:00:00
Austin Powers in Goldmember,e,5.9,296655431,2002-07-26 00:00:00
Austin Powers in Goldmember,nce Fiction,5.9,296655431,2002-07-26 00:00:00
Astro Boy,ation,6.1,44091067,2009-10-15 00:00:00
Astro Boy,on,6.1,44091067,2009-10-15 00:00:00
Astro Boy,ly,6.1,44091067,2009-10-15 00:00:00
Astro Boy,nce Fiction,6.1,44091067,2009-10-15 00:00:00
Jurassic Park,nture,7.6,920100000,1993-06-11 00:00:00
Jurassic Park,nce Fiction,7.6,920100000,1993-06-11 00:00:00
Wyatt Earp,a,6.5,25052000,1994-06-24 00:00:00
Wyatt Earp,on,6.5,25052000,1994-06-24 00:00:00
Wyatt Earp,ern,6.5,25052000,1994-06-24 00:00:00
Clear and Present Danger,on,6.4,215887717,1994-08-03 00:00:00
Clear and Present Danger,a,6.4,215887717,1994-08-03 00:00:00
Clear and Present Danger,ller,6.4,215887717,1994-08-03 00:00:00
Dragon Blade,on,5.9,121545703,2015-02-19 00:00:00
Dragon Blade,a,5.9,121545703,2015-02-19 00:00:00
Dragon Blade,nture,5.9,121545703,2015-02-19 00:00:00
Little Man,dy,5.3,101595121,2006-08-31 00:00:00
Little Man,e,5.3,101595121,2006-08-31 00:00:00
U-571,on,6.1,127666415,2000-04-20 00:00:00
U-571,a,6.1,127666415,2000-04-20 00:00:00
U-571,ller,6.1,127666415,2000-04-20 00:00:00
The American President,dy,6.5,107879496,1995-11-17 00:00:00
The American President,a,6.5,107879496,1995-11-17 00:00:00
The American President,nce,6.5,107879496,1995-11-17 00:00:00
The Love Guru,dy,4.3,41819064,2008-06-20 00:00:00
The Love Guru,nce,4.3,41819064,2008-06-20 00:00:00
3000 Miles to Graceland,on,5.8,18720175,2001-02-23 00:00:00
3000 Miles to Graceland,nture,5.8,18720175,2001-02-23 00:00:00
3000 Miles to Graceland,dy,5.8,18720175,2001-02-23 00:00:00
3000 Miles to Graceland,ller,5.8,18720175,2001-02-23 00:00:00
3000 Miles to Graceland,e,5.8,18720175,2001-02-23 00:00:00
The Hateful Eight,e,7.6,155760117,2015-12-25 00:00:00
The Hateful Eight,a,7.6,155760117,2015-12-25 00:00:00
The Hateful Eight,ery,7.6,155760117,2015-12-25 00:00:00
The Hateful Eight,ern,7.6,155760117,2015-12-25 00:00:00
Blades of Glory,on,5.9,0,2007-03-30 00:00:00
Blades of Glory,dy,5.9,0,2007-03-30 00:00:00
Blades of Glory,a,5.9,0,2007-03-30 00:00:00
Hop,ation,5.5,183953723,2011-03-30 00:00:00
Hop,dy,5.5,183953723,2011-03-30 00:00:00
Hop,ly,5.5,183953723,2011-03-30 00:00:00
300,on,7.0,422610419,2006-12-09 00:00:00
300,nture,7.0,422610419,2006-12-09 00:00:00
Meet the Fockers,dy,6.1,516642939,2004-12-22 00:00:00
Meet the Fockers,nce,6.1,516642939,2004-12-22 00:00:00
Marley & Me,dy,6.9,244082376,2008-12-25 00:00:00
Marley & Me,ly,6.9,244082376,2008-12-25 00:00:00
The Green Mile,asy,8.2,284600000,1999-12-10 00:00:00
The Green Mile,a,8.2,284600000,1999-12-10 00:00:00
The Green Mile,e,8.2,284600000,1999-12-10 00:00:00
Wild Hogs,on,5.6,253625427,2007-03-02 00:00:00
Wild Hogs,nture,5.6,253625427,2007-03-02 00:00:00
Wild Hogs,dy,5.6,253625427,2007-03-02 00:00:00
Chicken Little,ation,5.6,314432665,2005-11-04 00:00:00
Chicken Little,ly,5.6,314432665,2005-11-04 00:00:00
Chicken Little,dy,5.6,314432665,2005-11-04 00:00:00
Gone Girl,ery,7.9,369330363,2014-10-01 00:00:00
Gone Girl,ller,7.9,369330363,2014-10-01 00:00:00
Gone Girl,a,7.9,369330363,2014-10-01 00:00:00
The Bourne Identity,on,7.3,214034224,2002-06-14 00:00:00
The Bourne Identity,a,7.3,214034224,2002-06-14 00:00:00
The Bourne Identity,ery,7.3,214034224,2002-06-14 00:00:00
The Bourne Identity,ller,7.3,214034224,2002-06-14 00:00:00
GoldenEye,nture,6.6,352194034,1995-11-16 00:00:00
GoldenEye,on,6.6,352194034,1995-11-16 00:00:00
GoldenEye,ller,6.6,352194034,1995-11-16 00:00:00
The General's Daughter,e,6.1,149705852,1999-06-18 00:00:00
The General's Daughter,a,6.1,149705852,1999-06-18 00:00:00
The General's Daughter,ery,6.1,149705852,1999-06-18 00:00:00
The General's Daughter,ller,6.1,149705852,1999-06-18 00:00:00
The Truman Show,dy,7.8,264118201,1998-06-04 00:00:00
The Truman Show,a,7.8,264118201,1998-06-04 00:00:00
The Prince of Egypt,nture,6.8,218613188,1998-12-15 00:00:00
The Prince of Egypt,ation,6.8,218613188,1998-12-15 00:00:00
The Prince of Egypt,a,6.8,218613188,1998-12-15 00:00:00
The Prince of Egypt,ly,6.8,218613188,1998-12-15 00:00:00
The Prince of Egypt,c,6.8,218613188,1998-12-15 00:00:00
Daddy Day Care,dy,5.6,164433867,2003-05-03 00:00:00
Daddy Day Care,ly,5.6,164433867,2003-05-03 00:00:00
2 Guns,on,6.6,131940411,2013-08-02 00:00:00
2 Guns,dy,6.6,131940411,2013-08-02 00:00:00
2 Guns,e,6.6,131940411,2013-08-02 00:00:00
Cats & Dogs,dy,5.0,93375151,2001-07-04 00:00:00
Cats & Dogs,ly,5.0,93375151,2001-07-04 00:00:00
The Italian Job,on,6.6,176070171,2003-05-30 00:00:00
The Italian Job,e,6.6,176070171,2003-05-30 00:00:00
Two Weeks Notice,nce,5.9,93354918,2002-12-19 00:00:00
Two Weeks Notice,dy,5.9,93354918,2002-12-19 00:00:00
Antz,nture,6.0,171757863,1998-10-02 00:00:00
Antz,ation,6.0,171757863,1998-10-02 00:00:00
Antz,dy,6.0,171757863,1998-10-02 00:00:00
Antz,ly,6.0,171757863,1998-10-02 00:00:00
Couples Retreat,dy,5.3,171844840,2009-09-19 00:00:00
Couples Retreat,nce,5.3,171844840,2009-09-19 00:00:00
Days of Thunder,nture,5.9,157920733,1990-06-27 00:00:00
Cheaper by the Dozen 2,dy,5.7,129181830,2005-12-21 00:00:00
Maze Runner: The Scorch Trials,on,6.4,311256926,2015-09-09 00:00:00
Eat Pray Love,a,5.8,204594016,2010-08-12 00:00:00
The Family Man,dy,6.5,0,2000-12-12 00:00:00
The Family Man,a,6.5,0,2000-12-12 00:00:00
The Family Man,nce,6.5,0,2000-12-12 00:00:00
The Family Man,asy,6.5,0,2000-12-12 00:00:00
RED,on,6.6,71664962,2010-10-13 00:00:00
RED,nture,6.6,71664962,2010-10-13 00:00:00
RED,dy,6.6,71664962,2010-10-13 00:00:00
RED,e,6.6,71664962,2010-10-13 00:00:00
RED,ller,6.6,71664962,2010-10-13 00:00:00
Any Given Sunday,a,6.8,100230832,1999-12-16 00:00:00
The Horse Whisperer,a,6.7,186883563,1998-05-14 00:00:00
